,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
1875,s1876,TV Show,DRIFTING DRAGONS,,"['tomoaki maeno', 'sora amamiya', 'soma saito']",['japan'],"April 30, 2020",2020,3,1 Season,"Anime Series, International TV Shows","Dragons are on the menu as the crew of the airship Quin Zaza sets out on a hunt. If they fail, empty stomachs will be the least of their worries."
1876,s1877,Movie,Drink Drank Drunk,Yeung Yat-Tak,"['carlos chan', 'ken hung', 'deep ng']",['hong kong'],"August 24, 2019",2016,3,92 min,"Comedies, International Movies","Too hungover to report as a witness in a criminal trial the day after his birthday party, a young man and his pals do some unexpected soul-searching."
1877,s1878,Movie,Drishyam,Nishikant Kamat,"['ajay devgn', 'shriya saran', 'tabu']",['india'],"July 5, 2020",2015,3,162 min,"Dramas, International Movies, Thrillers",An unexceptional man becomes a murder suspect when the son of a high-ranking police official who harassed his daughter goes missing.
1878,s1879,Movie,Drive,Tarun Mansukhani,"['jacqueline fernandez', 'sushant singh rajput', 'boman irani']",['india'],"November 1, 2019",2019,3,119 min,"Action & Adventure, International Movies","A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets."
1879,s1880,Movie,Driven to Dance,,"['juliet doherty', 'kaitlyn black']",['united states'],"January 16, 2019",2018,3,99 min,Dramas,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path."
1880,s1881,TV Show,Droppin' Cash: Los Angeles,,[],['united states'],"August 28, 2019",2019,3,2 Seasons,Reality TV,This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.
1881,s1882,TV Show,Drug Lords,,[],['united states'],"July 10, 2018",2018,3,2 Seasons,"Crime TV Shows, Docuseries","Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down."
1882,s1883,TV Show,Drug Squad: Costa del Sol,,"['hugo silva', 'álvaro cervantes', 'miki esparbé']",['spain'],"October 25, 2019",2019,3,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.
1883,s1884,TV Show,"Drugs, Inc.",,['mike secher'],['united states'],"March 23, 2019",2015,3,1 Season,"Crime TV Shows, Docuseries","This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption."
1884,s1885,Movie,Drunk Parents,Fred Wolf,"['alec baldwin', 'salma hayek', 'jim gaffigan']",['united states'],"August 18, 2020",2019,3,97 min,Comedies,Two desperate parents go to extreme lengths to hide their dire financial straits from their daughter and friends.
1885,s1886,Movie,Dry Martina,Che Sandoval,"['antonella costa', 'patricio contreras', 'geraldine neary']","['other', 'argentina']","May 11, 2019",2018,3,100 min,"Dramas, Independent Movies, International Movies",An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.
1886,s1887,Movie,DTC Yukemuri Junjo Hen From High & Low,Norihisa Hiranuma,"['kenjiro yamashita', 'kanta sato', 'taiki sato']",['japan'],"September 20, 2020",2018,3,102 min,"Dramas, International Movies","Dan, Tettsu and Chiharu leave the battles of the SWORD district behind for a carefree road trip adventure and end up working in a hot spring resort."
1887,s1888,Movie,Duck Butter,Miguel Arteta,"['alia shawkat', 'laia costa', 'mae whitman']",['united states'],"July 1, 2018",2018,3,94 min,"Dramas, Independent Movies, LGBTQ Movies","Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down."
1888,s1889,Movie,Duck Duck Goose,Chris Jenkins,"['jim gaffigan', 'zendaya', 'lance lim']","['china', 'united states', 'united kingdom']","July 20, 2018",2018,3,92 min,"Children & Family Movies, Comedies","As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing."
1889,s1890,Movie,Dude,Olivia Milch,"['lucy hale', 'kathryn prescott', 'alexandra shipp']",['united states'],"April 20, 2018",2018,3,97 min,"Comedies, Dramas, Independent Movies",Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.
1890,s1891,TV Show,Dueños del paraíso,,"['kate del castillo', 'jorge zabaleta', 'josé maría torre']","['united states', 'other']","February 25, 2017",2015,3,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal."
1891,s1892,Movie,Dukhtar,Afia Nathaniel,"['samiya mumtaz', 'mohib mirza', 'saleha aref']","['other', 'other', 'united states']","September 1, 2016",2014,3,93 min,"Dramas, Independent Movies, International Movies",A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.
1892,s1893,Movie,Dum,Eeshwar Nivas,"['vivek oberoi', 'diya mirza', 'atul kulkarni']",['india'],"March 1, 2018",2003,3,162 min,"Action & Adventure, Dramas, International Movies","When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice."
1893,s1894,Movie,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,"['eric christian olsen', 'derek richardson', 'rachel nichols']",['united states'],"October 1, 2019",2003,3,85 min,Comedies,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.
1894,s1895,Movie,Dumplin',Anne Fletcher,"['danielle macdonald', 'jennifer aniston', 'odeya rush']",['united states'],"December 7, 2018",2018,3,110 min,"Comedies, Dramas, Independent Movies","To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."
1895,s1896,Movie,Duniya,Ramesh Talwar,"['dilip kumar', 'rishi kapoor', 'pran']",['india'],"April 1, 2020",1984,3,170 min,"Action & Adventure, Dramas, International Movies","A lawyer defends his childhood friend – and girlfriend's brother – in a murder case, unaware of his own deep connection to the attorney he’s up against."
1896,s1897,Movie,Duplicate,Mahesh Bhatt,"['shah rukh khan', 'juhi chawla', 'sonali bendre']",['india'],"April 1, 2020",1998,3,165 min,"Comedies, Dramas, International Movies","Hilarious mix-ups and deadly encounters ensue when a convict seeks to escape authorities by assuming the identity of his doppelgänger, a perky chef."
1897,s1898,TV Show,Durarara!!,,"['toshiyuki toyonaga', 'miyuki sawashiro', 'mamoru miyano']",['japan'],"December 20, 2018",2016,3,1 Season,"Anime Series, Crime TV Shows, International TV Shows","A young man looking for excitement moves to Ikebukuro, a district in Tokyo, where he finds a world of mystery in which the past and present mesh."
1898,s1899,Movie,Dushman,Shagufta Rafique,"['kartar cheema', 'jashan singh', 'sakshi gulati']",[],"October 1, 2018",2017,3,141 min,"Dramas, International Movies",An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives.
1899,s1900,Movie,Dying to Tell,Hernán Zin,[],['spain'],"May 17, 2019",2018,3,88 min,"Documentaries, International Movies","Seeking answers after a life-changing incident in 2012, filmmaker Hernán Zin interviews other war reporters about the personal toll of their work."
1900,s1901,TV Show,Dynasty,,"['elizabeth gillies', 'nathalie kelley', 'grant show']",['united states'],"May 23, 2020",2019,3,3 Seasons,TV Dramas,The Carringtons and the Colbys feud for control over their fortune – and their children – in this updated reboot of the classic prime-time soap.
1901,s1902,Movie,E-Cigarettes: Miracle or Menace?,Emma Hatherley,['michael mosley'],['united kingdom'],"February 1, 2019",2016,3,52 min,Documentaries,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.
1902,s1903,Movie,E-Team,"Katy Chevigny, Ross Kauffman",[],['united states'],"October 24, 2014",2014,3,90 min,Documentaries,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.
1903,s1904,Movie,Earth and Blood,Julien Leclercq,"['sami bouajila', 'eriq ebouaney', 'samy seghir']","['france', 'belgium']","April 17, 2020",2020,3,81 min,"Dramas, International Movies, Thrillers",A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.
1904,s1905,Movie,Earth to Echo,Dave Green,"['teo halm', 'astro', 'reese hartwig']",['united states'],"October 1, 2019",2014,3,91 min,"Children & Family Movies, Sci-Fi & Fantasy","When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones."
1905,s1906,TV Show,Earth to Luna!,,"['angelina carballo', 'raul-gomez pina', 'eric anderson']",['brazil'],"April 10, 2020",2014,1,1 Season,Kids' TV,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world."
1906,s1907,TV Show,Earth's Natural Wonders,,['olivia colman'],['united kingdom'],"March 1, 2017",2015,3,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.
1907,s1908,TV Show,Earth's Natural Wonders: Life at the Extremes,,['corey johnson'],[],"October 1, 2018",2018,3,1 Season,"British TV Shows, Docuseries, Science & Nature TV","From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world."
1908,s1909,Movie,Earthquake Bird,Wash Westmoreland,"['alicia vikander', 'riley keough', 'naoki kobayashi']","['united kingdom', 'japan', 'united states']","November 15, 2019",2019,3,107 min,"Dramas, Romantic Movies","In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer."
1909,s1910,Movie,East Side Sushi,Anthony Lucero,"['diana elizabeth torres', 'yutaka takeuchi', 'rodrigo duarte clark']",['united states'],"September 15, 2020",2015,3,106 min,Dramas,"She’s not the usual candidate for the role, but a dogged Mexican-American mother makes it her mission to become a talented sushi chef."
1910,s1911,TV Show,Eastsiders,,"['kit williamson', 'van hansis', 'constance wu']",['united states'],"December 1, 2019",2018,3,4 Seasons,"TV Comedies, TV Dramas",Cal turns to his friends for help through a hilariously dark time when he discovers that his partner Thom's been cheating on him.
1911,s1912,TV Show,Easy,,"['aubrey plaza', 'judy greer', 'jane adams']",['united states'],"May 10, 2019",2019,3,3 Seasons,"TV Comedies, TV Dramas","This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture."
1912,s1913,Movie,Easy A,Will Gluck,"['emma stone', 'penn badgley', 'amanda bynes']",['united states'],"November 1, 2020",2010,3,92 min,"Comedies, Romantic Movies","When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona."
1913,s1914,TV Show,Easy Fortune Happy Life,,"['lan cheng-lung', 'joe chen', 'roy chiu']",['taiwan'],"September 1, 2016",2009,3,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients."
1914,s1915,Movie,Eat Pray Love,Ryan Murphy,"['julia roberts', 'james franco', 'javier bardem']",['united states'],"September 10, 2019",2010,3,140 min,"Dramas, Romantic Movies","After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love."
1915,s1916,Movie,Echcharikkai,Sarjun,"['sathyaraj', 'varalakshmi sarathkumar', 'kishore kumar g.']",['india'],"January 15, 2019",2018,3,127 min,"International Movies, Thrillers","After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
1916,s1917,Movie,Echo in the Canyon,Andrew Slater,"['jakob dylan', 'ringo starr', 'michelle phillips']",['united states'],"October 24, 2019",2019,3,82 min,"Documentaries, Music & Musicals","An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians."
1917,s1918,Movie,Eddie - Strongman,Matt Bell,['eddie hall'],['united kingdom'],"December 15, 2016",2015,3,98 min,"Documentaries, Sports Movies",British strongman Eddie Hall wants to be the strongest man in the world. This documentary reveals the grueling life choices that fuel his obsession.
1918,s1919,Movie,Eddie Murphy: Delirious,Bruce Gowers,['eddie murphy'],['united states'],"April 15, 2018",1983,3,69 min,Stand-Up Comedy,"Flashing the wild stand-up comedy that made him a household name, Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show."
1919,s1920,Movie,Eddie Murphy: Raw,Robert Townsend,['eddie murphy'],['united states'],"January 1, 2021",1987,3,90 min,Stand-Up Comedy,"This stand-up comedy classic features Eddie Murphy live in a provocative series of impressions, observations and remembrances of his childhood."
1920,s1921,TV Show,Edgar Rice Burroughs' Tarzan and Jane,,"['marci t. house', 'michael dobson', 'omari newton']",[],"October 12, 2018",2018,1,2 Seasons,"Crime TV Shows, Kids' TV","Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats."
1921,s1922,Movie,Edge of Fear,Bobby Roth,"['shen lin', 'robert patrick', 'zhu zhu']",['united states'],"November 1, 2018",2018,3,92 min,"Independent Movies, Thrillers","During a wilderness getaway, a gang of sociopathic criminals kidnap a woman and assault her husband, who must summon all his strength to save her."
1922,s1923,Movie,Edge of Seventeen,David Moreton,"['chris stafford', 'tina holmes', 'andersen gabrych']",['united states'],"August 27, 2020",1998,3,103 min,"Comedies, Dramas, Independent Movies",A 17-year-old confronts confusion and heartbreak as he rediscovers his sexuality in this story about coming out and its social consequences.
1923,s1924,TV Show,Edge of the Universe,,[],['united kingdom'],"August 1, 2016",2008,2,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Leading astronomers reveal the latest discoveries about death-trap planets, asteroids, comets and other wonders of the cosmos."
1924,s1925,TV Show,Edha,,"['juana viale', 'andrés velencoso', 'delfina chaves']",['argentina'],"March 16, 2018",2018,3,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man."
1925,s1926,Movie,"Edmilson Filho: Notas, Comedy about Relationships",Halder Gomes,['edmilson filho'],['brazil'],"November 1, 2018",2017,3,80 min,Stand-Up Comedy,"Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women."
1926,s1927,Movie,Edoardo Ferrario: Temi Caldi,Francesco Imperato,['edoardo ferrario'],['italy'],"March 15, 2019",2019,3,65 min,Stand-Up Comedy,"Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer."
1927,s1928,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,"['vishwaksen naidu', 'sushanth reddy', 'abhinav gomatam']",['india'],"September 6, 2019",2018,3,133 min,"Comedies, International Movies","In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true."
1928,s1929,Movie,Eeda,Ajithkumar,"['shane nigaam', 'nimisha sajayan', 'manikandan r. achari']",['india'],"September 15, 2018",2018,3,153 min,"Dramas, International Movies, Romantic Movies",Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.
1929,s1930,Movie,Eerie,Mikhail Red,"['bea alonzo', 'jake cuenca', 'maxene magalona']","['philippines', 'other']","July 26, 2019",2019,3,100 min,"Horror Movies, International Movies","When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past."
1930,s1931,Movie,Effie Gray,Richard Laxton,"['dakota fanning', 'emma thompson', 'julie walters']",['united kingdom'],"December 1, 2020",2014,3,109 min,"Dramas, International Movies, Romantic Movies","Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out."
1931,s1932,Movie,Eggnoid: Love & Time Portal,Naya Anindita,"['morgan oey', 'sheila dara', 'luna maya']",['indonesia'],"December 17, 2020",2019,3,102 min,"Dramas, International Movies, Romantic Movies","Sent from the future to look after a lonely girl, Eggy finds himself falling for her. But dating is forbidden and would risk both their fates."
1932,s1933,Movie,Eh Janam Tumhare Lekhe,Harjit Singh,"['pavan malhotra', 'sudhanshu aggarwal', 'arjuna bhalla']",['india'],"December 1, 2017",2015,3,124 min,"Dramas, International Movies","Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity."
1933,s1934,TV Show,Einsatzgruppen: The Nazi Death Squads,,['paul bandey'],['france'],"November 10, 2016",2009,3,1 Season,"Docuseries, International TV Shows","This documentary series examines the Einsatzgruppen, Nazis responsible for the mass murder of Jews, Romani and Soviet prisoners in Eastern Europe."
1934,s1935,Movie,Either Me Or My Auntie,Saeed Hamed,"['mohamed henedi', 'donia samir ghanim', 'hassan hosny']",['egypt'],"May 19, 2020",2006,3,105 min,"Comedies, International Movies","A musician's marriage proposal to his girlfriend is denied by her mother, whose affinity for magic begins to meddle in their relationship even more."
1935,s1936,Movie,Ek Cup Chya,"Sumitra Bhave, Sunil Sukthankar","['kishore kadam', 'ashwini giri', 'kamal desai']",['india'],"March 15, 2018",2009,3,120 min,"Dramas, Independent Movies, International Movies",A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.
1936,s1937,Movie,Ek Hasina Thi,Sriram Raghavan,"['saif ali khan', 'urmila matondkar', 'seema biswas']",['india'],"August 1, 2019",2004,3,134 min,"Dramas, International Movies, Thrillers","Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her."
1937,s1938,Movie,Ek Jaan Hain Hum,Rajiv Mehra,"['rajiv kapoor', 'divya rana', 'shammi kapoor']",['india'],"September 1, 2017",1983,3,151 min,"Dramas, International Movies, Music & Musicals","While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense."
1938,s1939,Movie,Ek Khiladi Ek Haseena,Suparn Verma,"['koena mitra', 'fardeen khan', 'kay kay menon']",['india'],"April 15, 2019",2005,3,141 min,"International Movies, Music & Musicals, Thrillers","Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted."
1939,s1940,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,"['anil kapoor', 'sonam kapoor', 'rajkummar rao']",['india'],"April 2, 2019",2019,3,120 min,"Comedies, Dramas, International Movies","As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves."
1940,s1941,Movie,Ek Main Aur Ekk Tu,Shakun Batra,"['kareena kapoor', 'imran khan', 'boman irani']",['india'],"October 1, 2018",2012,3,106 min,"Comedies, International Movies, Romantic Movies",Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.
1941,s1942,Movie,Ekşi Elmalar,Yılmaz Erdoğan,"['yılmaz erdoğan', 'farah zeynep abdullah', 'songül öden']",['turkey'],"April 29, 2020",2016,3,109 min,"Dramas, International Movies","In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths."
1942,s1943,Movie,El último testigo,Philipp Stölzl,"['aaron eckhart', 'liana liberato', 'olga kurylenko']","['united states', 'canada', 'belgium']","February 4, 2018",2012,3,105 min,Action & Adventure,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.
1943,s1944,TV Show,El Barco,,"['juanjo artero', 'mario casas', 'blanca suárez']",['spain']," July 1, 2017",2013,2,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.
1944,s1945,Movie,El Camino Christmas,David E. Talbert,"['jessica alba', 'tim allen', 'dax shepard']",['united states'],"December 8, 2017",2017,3,89 min,"Comedies, Dramas","Stuck in a liquor store during an alleged robbery, a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve."
1945,s1946,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,['aaron paul'],['united states'],"October 11, 2019",2019,3,123 min,"Dramas, Thrillers","Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul."
1946,s1947,TV Show,El Cartel,,"['manolo cardona', 'karen martínez', 'robinson díaz']",['other'],"August 24, 2018",2008,3,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andrés López López.
1947,s1948,TV Show,El Cartel 2,,"['diego cadavid', 'robinson díaz', 'patricia manterola']",['other'],"August 24, 2018",2010,3,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police.
1948,s1949,TV Show,El Chapo,,"['marco de la o', 'humberto busto', 'alejandro aguilar']","['mexico', 'united states']","July 27, 2018",2018,3,3 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure","This drama series chronicles the true story of the rise, capture and escape of notorious Mexican drug lord Joaquín ""El Chapo"" Guzmán."
1949,s1950,TV Show,El Chavo,,"['roberto gómez bolaños', 'maría antonieta de las nieves', 'carlos villagrán']",['mexico'],"December 31, 2017",1979,3,1 Season,"Classic & Cult TV, Kids' TV, Spanish-Language TV Shows","El Chavo is a poor, nameless orphan who lives in an apartment building with La Chilindrina, Quico, Doña Florinda, Don Ramón and Professor Jirafales."
1950,s1951,Movie,El Che,Matías Gueilburt,['paco ignacio taibo ii'],['other'],"October 15, 2017",2017,3,119 min,"Documentaries, International Movies","Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary."
1951,s1952,TV Show,El Clon,,"['mauricio ochmann', 'sandra echeverría', 'saúl lisazo']",['united states'],"May 18, 2017",2010,3,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas","Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone."
1952,s1953,Movie,El club de los buenos infieles,,"['raúl fernández', 'fele martínez', 'juanma cifuentes']",['spain'],"July 19, 2018",2018,3,85 min,"Comedies, International Movies",Four childhood buddies in passionless marriages try a counterintuitive idea: a secret club for men who want to cheat – to regain lust for their wives.
1953,s1954,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.","['cassandra ciangherotti', 'leonardo ortizgris', 'alejandra ambrosi']",['mexico'],"November 30, 2018",2018,3,82 min,"Dramas, International Movies","An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart."
1954,s1955,TV Show,El desconocido,,"['guillermo iván', 'césar manjarrez', 'estrella solís']",[],"June 14, 2019",2019,3,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo."
1955,s1956,TV Show,El Dragón: Return of a Warrior,,"['sebastián rulli', 'renata notni', 'roberto mateos']",['mexico'],"April 17, 2020",2020,3,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","To replace his grandfather as head of a cartel, a Tokyo financier returns to his home country of Mexico, where he must battle two rivals for control."
1956,s1957,Movie,"El Especial de Alex Fernández, el Especial",Jan Suter,['alex fernández'],['mexico'],"October 13, 2017",2017,3,52 min,Stand-Up Comedy,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up."
1957,s1958,Movie,El fin de ETA,Justin Webster,[],['spain'],"April 8, 2017",2017,3,106 min,"Documentaries, International Movies","This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years."
1958,s1959,Movie,El límite infinito,Pablo Aulita,['jean maggi'],[],"June 18, 2020",2020,3,48 min,"Documentaries, International Movies, Sports Movies","From early struggles to his climb up the Himalayas, Jean Maggi gets profiled in this documentary that highlights his advancement of adaptive sports."
1959,s1960,TV Show,El Marginal,,"['juan minujín', 'martina gusman', 'gerardo romano']",['argentina'],"September 27, 2019",2019,3,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","While investigating a kidnapping, an ex-cop sent to infiltrate a prison finds himself surrounded by dangerous felons who can't know his real identity."
1960,s1961,Movie,"El Pepe, a Supreme Life",Emir Kusturica,"['josé mujica', 'emir kusturica']","['argentina', 'other', 'other']","December 27, 2019",2018,3,73 min,"Documentaries, International Movies","In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future."
1961,s1962,Movie,El Potro: Unstoppable,Lorena Munoz,"['jimena barón', 'rodrigo romero', 'diego cremonesi']",[],"January 4, 2019",2018,3,122 min,"Dramas, International Movies, Music & Musicals","Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life."
1962,s1963,TV Show,El Reemplazante,,"['iván álvarez de araya', 'blanca lewin', 'karla melo']",['other'],"April 4, 2020",2013,3,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A former high-ranking financial executive finds redemption and romance when he's paroled after a prison sentence and becomes a math teacher.
1963,s1964,TV Show,El señor de los Cielos,,"['rafael amaya', 'ximena herrera', 'robinson díaz']","['united states', 'mexico', 'other']","April 30, 2020",2019,3,7 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.
1964,s1965,Movie,El sendero de la anaconda,Alessandro Angulo,"['wade davis', 'martin von hildebrand']",['other'],"November 15, 2019",2019,3,74 min,"Documentaries, International Movies","In the most remote areas of the Amazon jungle, a writer and his anthropologist friend meet communities who have resisted change for centuries."
1965,s1966,Movie,El silencio es bienvenido,Gabriela García Rivas,"['eileen yáñez', 'jorge luis moreno', 'daniela newton']",['mexico'],"March 20, 2020",2017,3,95 min,"Dramas, Independent Movies, International Movies","As a teen languishes during a spiritless road trip, she learns of the troubles in her parents' marriage as a crisis in her country looms."
1966,s1967,Movie,El testigo,Kate Horne,['jesús abad colorado'],"['other', 'other', 'united kingdom']","June 28, 2019",2018,3,73 min,"Documentaries, International Movies",Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.
1967,s1968,TV Show,El Vato,,"['el dasa', 'cristina rodlo', 'ricardo polanco']",['united states']," February 24, 2018",2017,3,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California."
1968,s1969,Movie,El Viaje: Márama y Rombai,Federico Lemos,[],[],"October 18, 2017",2016,3,79 min,"Children & Family Movies, Documentaries, International Movies",Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.
1969,s1970,Movie,El-Khawaga's Dilemma,Peter Mimi,"['hassan el raddad', 'mohamed lotfy', 'hana el zahed']",['egypt'],"October 15, 2020",2018,3,94 min,"Action & Adventure, Comedies, International Movies","After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends."
1970,s1971,Movie,Elaan,K. Ramanlal,"['vinod mehra', 'rekha', 'vinod khanna']",['india'],"April 1, 2017",1971,3,143 min,"Action & Adventure, Cult Movies, International Movies","Journalist Naresh is hired to probe illegal activities on an island. When he's captured, a fellow prisoner gives him a ring with magic powers."
1971,s1972,Movie,Elena,Petra Costa,[],"['brazil', 'united states']","September 1, 2019",2012,3,81 min,"Documentaries, International Movies","In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting."
1972,s1973,Movie,Elephants Dream 4 Hour,Bassam Kurdali,"['cas jansen', 'tygo gernandt']",['other'],"August 23, 2018",2006,3,196 min,"International Movies, Sci-Fi & Fantasy","Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short."
